state,specialty_clean,payment_type_clean,payment_amount
UT,Orthodontics and Dentofacial Orthopedics,Travel & Lodging,6041.26
UT,Orthopaedic Surgery,Acquisitions,2033.37
UT,Orthopaedic Surgery,Consulting,863188.85
UT,Orthopaedic Surgery,Education,17577.66
UT,Orthopaedic Surgery,Food & Beverage,81490.85
UT,Orthopaedic Surgery,Honoraria,14050.0
UT,Orthopaedic Surgery,Non-consulting professional services,34600.0
UT,Orthopaedic Surgery,Other,9057.0
UT,Orthopaedic Surgery,Royalty / License,8669494.61
UT,Orthopaedic Surgery,Travel & Lodging,169337.05
UT,Orthopaedic Surgery of the Spine,Consulting,242896.98
UT,Orthopaedic Surgery of the Spine,Food & Beverage,13174.01
UT,Orthopaedic Surgery of the Spine,Non-consulting professional services,14450.0
UT,Orthopaedic Surgery of the Spine,Other,3000.0
UT,Orthopaedic Surgery of the Spine,Royalty / License,66120.1
UT,Orthopaedic Surgery of the Spine,Travel & Lodging,51043.31
UT,Orthopaedic Trauma,Food & Beverage,1847.31
UT,Orthopaedic Trauma,Travel & Lodging,6001.05
UT,Orthopedic,Food & Beverage,23.32
UT,Otolaryngology,Education,97.96
UT,Otolaryngology,Food & Beverage,15551.63
UT,Otolaryngology,Non-consulting professional services,11765.9
UT,Otolaryngology,Other,16.25
UT,Otolaryngology,Travel & Lodging,11528.12
UT,Otolaryngology/Facial Plastic Surgery,Food & Beverage,456.1
UT,Otology & Neurotology,Food & Beverage,813.39
UT,Otology & Neurotology,Grant,1000.0
UT,Otology & Neurotology,Travel & Lodging,1265.75
UT,Pain Medicine,Consulting,146013.28
UT,Pain Medicine,Education,1833.64
UT,Pain Medicine,Food & Beverage,31263.34
UT,Pain Medicine,Non-consulting professional services,89050.0
UT,Pain Medicine,Travel & Lodging,30567.5
UT,Pediatric Allergy/Immunology,Food & Beverage,436.3
UT,Pediatric Allergy/Immunology,Honoraria,9240.0
UT,Pediatric Allergy/Immunology,Travel & Lodging,1249.94
UT,Pediatric Anesthesiology,Food & Beverage,261.63
UT,Pediatric Cardiology,Consulting,19812.5
UT,Pediatric Cardiology,Education,3.2
UT,Pediatric Cardiology,Food & Beverage,3917.44
UT,Pediatric Cardiology,Non-consulting professional services,5440.0
UT,Pediatric Cardiology,Travel & Lodging,2227.92
UT,Pediatric Dentistry,Education,201.96
UT,Pediatric Dentistry,Food & Beverage,1180.15
UT,Pediatric Dentistry,Honoraria,12.0
UT,Pediatric Dentistry,Other,2335.49
UT,Pediatric Dentistry,Travel & Lodging,779.59
UT,Pediatric Dermatology,Consulting,2250.0
UT,Pediatric Dermatology,Food & Beverage,11.61
UT,Pediatric Emergency Medicine,Food & Beverage,49.17
UT,Pediatric Emergency Medicine,Non-consulting professional services,42.0
UT,Pediatric Endocrinology,Food & Beverage,664.31
UT,Pediatric Endocrinology,Travel & Lodging,1254.28
UT,Pediatric Gastroenterology,Consulting,2275.0
UT,Pediatric Gastroenterology,Food & Beverage,133.84
UT,Pediatric Hematology-Oncology,Consulting,20000.0
UT,Pediatric Hematology-Oncology,Education,47.99
UT,Pediatric Hematology-Oncology,Food & Beverage,2737.34
UT,Pediatric Hematology-Oncology,Non-consulting professional services,33310.0
UT,Pediatric Hematology-Oncology,Travel & Lodging,5806.56
UT,Pediatric Nephrology,Food & Beverage,69.74
UT,Pediatric Ophthalmology and Strabismus Specialist,Food & Beverage,170.95
UT,Pediatric Orthopaedic Surgery,Food & Beverage,688.55
UT,Pediatric Orthopaedic Surgery,Royalty / License,307.8
UT,Pediatric Otolaryngology,Consulting,11550.0
UT,Pediatric Otolaryngology,Education,157.99
UT,Pediatric Otolaryngology,Food & Beverage,1978.55
UT,Pediatric Otolaryngology,Non-consulting professional services,14315.0
UT,Pediatric Otolaryngology,Travel & Lodging,5121.65
UT,Pediatric Radiology,Food & Beverage,507.48
UT,Pediatric Rehabilitation Medicine,Food & Beverage,133.78
UT,Pediatric Rheumatology,Food & Beverage,129.68
UT,Pediatric Surgery,Education,3893.89
UT,Pediatric Surgery,Food & Beverage,580.67
UT,Pediatric Surgery,Travel & Lodging,1882.6999999999998
UT,Pediatric Urology,Education,1500.0
UT,Pediatric Urology,Food & Beverage,232.39
UT,Pediatric Urology,Travel & Lodging,883.94
UT,Pediatrics,Consulting,125857.51999999999
UT,Pediatrics,Education,112.0
UT,Pediatrics,Food & Beverage,39412.01
UT,Pediatrics,Honoraria,9998.0
UT,Pediatrics,Non-consulting professional services,188609.65
UT,Pediatrics,Travel & Lodging,59467.07
UT,"Pediatrics, Critical Care",Food & Beverage,93.18
UT,Periodontics,Consulting,3900.0
UT,Periodontics,Education,121.63
UT,Periodontics,Entertainment,16.0
UT,Periodontics,Food & Beverage,3988.81
UT,Periodontics,Non-consulting professional services,15.67
UT,Periodontics,Travel & Lodging,2240.49
UT,Ph.D. Medical Genetics,Food & Beverage,547.02
UT,Physical Medicine & Rehabilitation,Consulting,8845.0
UT,Physical Medicine & Rehabilitation,Education,1316.8100000000002
UT,Physical Medicine & Rehabilitation,Food & Beverage,14191.84
UT,Physical Medicine & Rehabilitation,Grant,60.0
UT,Physical Medicine & Rehabilitation,Travel & Lodging,7059.6900000000005
UT,Physician Assistant,Consulting,25436.48
UT,Physician Assistant,Device / Supply Loan,299.1
UT,Physician Assistant,Education,16833.19
UT,Physician Assistant,Food & Beverage,292257.43
UT,Physician Assistant,Non-consulting professional services,233830.0
UT,Physician Assistant,Other,3135.0
UT,Physician Assistant,Travel & Lodging,67933.77
UT,Plastic Surgery,Consulting,23625.0
UT,Plastic Surgery,Education,14.0
UT,Plastic Surgery,Food & Beverage,27248.239999999998
UT,Plastic Surgery,Non-consulting professional services,28668.5
UT,Plastic Surgery,Travel & Lodging,27931.649999999998
UT,Plastic Surgery Within the Head and Neck,Food & Beverage,46.22
UT,Plastic Surgery within the Head & Neck,Food & Beverage,1396.63
UT,Plastic and Reconstructive Surgery,Consulting,14870.0
UT,Plastic and Reconstructive Surgery,Food & Beverage,2122.92
UT,Plastic and Reconstructive Surgery,Non-consulting professional services,2750.0
UT,Plastic and Reconstructive Surgery,Travel & Lodging,2715.2999999999997
UT,Podiatrist,Consulting,67020.67
UT,Podiatrist,Education,447.99
UT,Podiatrist,Food & Beverage,6743.55
UT,Podiatrist,Travel & Lodging,14527.02
UT,Preventive Medicine/Occupational Environmental Medicine,Food & Beverage,247.66000000000003
UT,Preventive Medicine/Occupational Environmental Medicine,Travel & Lodging,17.09
UT,Primary Care,Education,137.0
UT,Primary Care,Food & Beverage,12756.44
UT,Primary Care,Non-consulting professional services,1005.0
UT,Procedural Dermatology,Education,14.0
UT,Procedural Dermatology,Food & Beverage,968.85
UT,Prosthodontics,Education,4000.0
UT,Prosthodontics,Entertainment,183.91000000000003
UT,Prosthodontics,Food & Beverage,155.23000000000002
UT,Prosthodontics,Honoraria,12000.0
UT,Prosthodontics,Non-consulting professional services,14563.13
UT,Prosthodontics,Other,24212.56
UT,Psychiatric/Mental Health,Consulting,2100.0
UT,Psychiatric/Mental Health,Education,1093.8700000000001
UT,Psychiatric/Mental Health,Food & Beverage,81419.16
UT,Psychiatric/Mental Health,Non-consulting professional services,76910.0
UT,Psychiatric/Mental Health,Travel & Lodging,17910.39
UT,"Psychiatric/Mental Health, Adult",Food & Beverage,137.92000000000002
UT,"Psychiatric/Mental Health, Child & Adolescent",Food & Beverage,34.28
UT,Psychiatry,Consulting,39283.75
UT,Psychiatry,Education,388.79
UT,Psychiatry,Food & Beverage,27005.16
UT,Psychiatry,Non-consulting professional services,443437.0
UT,Psychiatry,Travel & Lodging,73560.26
UT,Pulmonary Disease,Consulting,32959.16
UT,Pulmonary Disease,Education,12092.77
UT,Pulmonary Disease,Food & Beverage,19236.45
UT,Pulmonary Disease,Non-consulting professional services,80585.25
UT,Pulmonary Disease,Travel & Lodging,22769.76
UT,Radiation Oncology,Consulting,17158.75
UT,Radiation Oncology,Food & Beverage,5704.29
UT,Radiation Oncology,Other,20.0
UT,Registered Nurse,Food & Beverage,1072.69
UT,Rehabilitation,Device / Supply Loan,4990.0
UT,Rehabilitation,Food & Beverage,157.76999999999998
UT,Reproductive Endocrinology,Food & Beverage,1346.8799999999999
UT,Reproductive Endocrinology,Non-consulting professional services,2520.0
UT,Reproductive Endocrinology,Travel & Lodging,682.8100000000001
UT,Retina Specialist,Consulting,7140.0
UT,Retina Specialist,Food & Beverage,7043.9
UT,Retina Specialist,Honoraria,1200.0
UT,Retina Specialist,Non-consulting professional services,62320.0
UT,Retina Specialist,Travel & Lodging,12803.12
UT,Rheumatology,Consulting,68087.26000000001
UT,Rheumatology,Education,727.83
UT,Rheumatology,Food & Beverage,23424.28
UT,Rheumatology,Non-consulting professional services,91840.0
UT,Rheumatology,Travel & Lodging,23691.87
UT,School,Food & Beverage,51.709999999999994
UT,Sleep Medicine,Consulting,1047.5
UT,Sleep Medicine,Education,159.98
UT,Sleep Medicine,Food & Beverage,5231.93
UT,Sleep Medicine,Non-consulting professional services,79665.0
UT,Sleep Medicine,Travel & Lodging,12805.0
UT,Sports Medicine,Consulting,6500.0
UT,Sports Medicine,Education,13916.880000000001
UT,Sports Medicine,Food & Beverage,10832.49
UT,Sports Medicine,Non-consulting professional services,7573.07
UT,Sports Medicine,Royalty / License,673447.0599999999
UT,Sports Medicine,Travel & Lodging,15041.6
UT,Surgery,Consulting,11465.0
UT,Surgery,Education,281143.02
UT,Surgery,Food & Beverage,34826.52
UT,Surgery,Non-consulting professional services,50587.5
UT,Surgery,Other,619.24
UT,Surgery,Travel & Lodging,42880.520000000004
UT,Surgery of the Hand,Food & Beverage,290.09999999999997
UT,Surgical,Education,265.0
UT,Surgical,Food & Beverage,8353.11
UT,Surgical,Non-consulting professional services,2248.75
UT,Surgical,Travel & Lodging,8333.74
UT,Surgical Critical Care,Consulting,3383.75
UT,Surgical Critical Care,Education,2500.0
UT,Surgical Critical Care,Food & Beverage,1357.84
UT,Surgical Critical Care,Honoraria,2500.0
UT,Surgical Critical Care,Travel & Lodging,1646.71
UT,Thoracic Surgery (Cardiothoracic Vascular Surgery),Consulting,2800.0
UT,Thoracic Surgery (Cardiothoracic Vascular Surgery),Education,11145.0
UT,Thoracic Surgery (Cardiothoracic Vascular Surgery),Food & Beverage,12636.27
UT,Thoracic Surgery (Cardiothoracic Vascular Surgery),Grant,2398.59
UT,Thoracic Surgery (Cardiothoracic Vascular Surgery),Non-consulting professional services,992.8
UT,Thoracic Surgery (Cardiothoracic Vascular Surgery),Travel & Lodging,14738.55
UT,Transplant Hepatology,Education,10.3
UT,Transplant Hepatology,Food & Beverage,1307.47
UT,Transplant Hepatology,Travel & Lodging,1388.13
UT,Transplant Surgery,Education,1500.0
UT,Transplant Surgery,Food & Beverage,830.42
UT,Transplant Surgery,Travel & Lodging,2600.23
UT,Trauma Surgery,Education,5000.0
UT,Trauma Surgery,Food & Beverage,322.54
UT,Trauma Surgery,Non-consulting professional services,2500.0
UT,Trauma Surgery,Travel & Lodging,2373.5699999999997
UT,Undersea and Hyperbaric Medicine,Food & Beverage,647.09
UT,Unknown,Consulting,233107.55
UT,Unknown,Device / Supply Loan,113161.25
UT,Unknown,Education,70712.0
UT,Unknown,Food & Beverage,70.0
UT,Unknown,Grant,1422905.33
UT,Unknown,Non-consulting professional services,370379.19
UT,Unknown,Other,475377.24
UT,Unknown,Royalty / License,227490.0
UT,Urogynecology and Reconstructive Pelvic Surgery,Food & Beverage,461.26
UT,Urology,Consulting,15975.0
UT,Urology,Education,37908.63
UT,Urology,Food & Beverage,36994.62
UT,Urology,Honoraria,2041.16
UT,Urology,Non-consulting professional services,18500.0
UT,Urology,Other,252.33
UT,Urology,Travel & Lodging,22573.850000000002
UT,Vascular & Interventional Radiology,Consulting,15071.75
UT,Vascular & Interventional Radiology,Device / Supply Loan,60000.0
UT,Vascular & Interventional Radiology,Education,401.66
UT,Vascular & Interventional Radiology,Food & Beverage,11897.27
UT,Vascular & Interventional Radiology,Honoraria,500.0
UT,Vascular & Interventional Radiology,Travel & Lodging,19305.600000000002
UT,Vascular Neurology,Food & Beverage,340.84000000000003
UT,Vascular Neurology,Travel & Lodging,280.59999999999997
UT,Vascular Surgery,Consulting,20660.0
UT,Vascular Surgery,Education,100.0
UT,Vascular Surgery,Food & Beverage,12030.210000000001
UT,Vascular Surgery,Grant,2545.56
UT,Vascular Surgery,Travel & Lodging,8043.71
UT,Women's Health,Consulting,30.0
UT,Women's Health,Education,184.98
UT,Women's Health,Food & Beverage,3777.07
UT,Women's Health,Travel & Lodging,2204.2
Unknown,Addiction Psychiatry,Food & Beverage,168.05
Unknown,Adult Health,Food & Beverage,20.98
Unknown,Adult Reconstructive Orthopaedic Surgery,Consulting,11500.0
Unknown,Adult Reconstructive Orthopaedic Surgery,Food & Beverage,305.12
Unknown,Allergy & Immunology,Food & Beverage,16.68
Unknown,Anatomic Pathology,Food & Beverage,220.8
Unknown,Anatomic Pathology & Clinical Pathology,Food & Beverage,87.46
Unknown,Anesthesiology,Food & Beverage,21.18
Unknown,Cardiovascular Disease,Food & Beverage,18.36
Unknown,Child & Adolescent Psychiatry,Consulting,5296.15
Unknown,Child & Adolescent Psychiatry,Food & Beverage,17.44
Unknown,Child & Adolescent Psychiatry,Honoraria,1354.38
Unknown,Child & Adolescent Psychiatry,Travel & Lodging,1329.23
Unknown,Clinical Neurophysiology,Food & Beverage,282.58000000000004
Unknown,Clinical Nurse Specialist,Food & Beverage,23.47
Unknown,Corneal and Contact Management,Consulting,119517.26000000001
Unknown,Corneal and Contact Management,Food & Beverage,240.99
Unknown,Corneal and Contact Management,Non-consulting professional services,294530.95
Unknown,Dentist,Education,50.0
Unknown,Dentist,Food & Beverage,1393.18
Unknown,Dentist,Honoraria,105.85999999999999
Unknown,Dentist,Travel & Lodging,1422.8400000000001
Unknown,Dermatopathology,Food & Beverage,14.41
Unknown,Diagnostic Radiology,Consulting,129797.68
Unknown,Diagnostic Radiology,Food & Beverage,46.95
Unknown,Emergency Medicine,Food & Beverage,665.16
Unknown,"Endocrinology, Diabetes & Metabolism",Food & Beverage,124.56
Unknown,Endodontics,Education,70.17999999999999
Unknown,Family,Food & Beverage,456.01
Unknown,Family Health,Food & Beverage,19.5
Unknown,Family Medicine,Food & Beverage,232.53
Unknown,Foot & Ankle Surgery,Food & Beverage,189.29999999999998
Unknown,Gastroenterology,Food & Beverage,577.63
Unknown,General Practice,Consulting,11070.0
Unknown,General Practice,Education,369.69
Unknown,General Practice,Food & Beverage,3524.08
Unknown,General Practice,Travel & Lodging,1524.0900000000001
Unknown,Hematology,Food & Beverage,32.27
Unknown,Hematology & Oncology,Food & Beverage,384.93
Unknown,Hospitalist,Food & Beverage,22.93
Unknown,Infectious Disease,Non-consulting professional services,4050.0
Unknown,Internal Medicine,Food & Beverage,1236.04
Unknown,Internal Medicine,Travel & Lodging,1280.74
Unknown,Medical,Food & Beverage,99.46000000000001
Unknown,Medical Oncology,Food & Beverage,282.0
Unknown,Nephrology,Food & Beverage,39.41
Unknown,Neuro-ophthalmology,Consulting,650.0
Unknown,Neurology,Consulting,4680.0
Unknown,Neurology,Food & Beverage,1222.28
Unknown,Neurology,Non-consulting professional services,1125.0
Unknown,Neurology,Travel & Lodging,3023.05
Unknown,"Nurse Anesthetist, Certified Registered",Food & Beverage,16.76
Unknown,Nurse Practitioner,Food & Beverage,227.73
Unknown,Obstetrics & Gynecology,Food & Beverage,181.86
Unknown,Ophthalmology,Food & Beverage,259.05
Unknown,Optometrist,Food & Beverage,816.79
Unknown,Optometrist,Travel & Lodging,1200.55
Unknown,Oral and Maxillofacial Pathology,Food & Beverage,20.2
Unknown,Orthodontics and Dentofacial Orthopedics,Education,220.59
Unknown,Orthopaedic Surgery,Food & Beverage,2332.43
Unknown,Orthopaedic Surgery,Travel & Lodging,2117.95
Unknown,Orthopaedic Surgery of the Spine,Food & Beverage,2029.6
Unknown,Orthopaedic Surgery of the Spine,Travel & Lodging,1669.7
Unknown,Otolaryngology,Food & Beverage,110.93
Unknown,Pediatric Cardiology,Food & Beverage,145.72
Unknown,Pediatric Surgery,Food & Beverage,56.12
Unknown,Pediatrics,Food & Beverage,146.64000000000001
Unknown,Pediatrics,Honoraria,753.87
Unknown,Pediatrics,Travel & Lodging,123.17
Unknown,Periodontics,Food & Beverage,55.589999999999996
Unknown,Periodontics,Non-consulting professional services,4000.0
Unknown,Periodontics,Travel & Lodging,1608.54
Unknown,Physician Assistant,Food & Beverage,403.77
Unknown,Plastic Surgery,Food & Beverage,80.53999999999999
Unknown,Psychiatric/Mental Health,Food & Beverage,413.51
Unknown,Psychiatry,Consulting,558.63
Unknown,Psychiatry,Food & Beverage,374.31
Unknown,Psychiatry,Non-consulting professional services,1882.8000000000002
Unknown,Psychiatry,Travel & Lodging,59.37
Unknown,Pulmonary Disease,Food & Beverage,17.69
Unknown,Rheumatology,Food & Beverage,34.95
Unknown,Sports Medicine,Food & Beverage,525.6800000000001
Unknown,Sports Medicine,Grant,11000.0
Unknown,Sports Medicine,Travel & Lodging,1487.19
Unknown,Surgery,Food & Beverage,537.56
Unknown,Surgical,Food & Beverage,395.05
Unknown,Surgical Critical Care,Food & Beverage,18.1
Unknown,Thoracic Surgery (Cardiothoracic Vascular Surgery),Food & Beverage,1059.27
Unknown,Thoracic Surgery (Cardiothoracic Vascular Surgery),Travel & Lodging,1978.3600000000001
Unknown,Urology,Food & Beverage,904.92
Unknown,Urology,Travel & Lodging,1679.84
Unknown,Vascular & Interventional Radiology,Food & Beverage,288.34000000000003
Unknown,Vascular & Interventional Radiology,Travel & Lodging,680.4599999999999
Unknown,Vascular Surgery,Food & Beverage,335.07
Unknown,Vascular Surgery,Travel & Lodging,1377.68
VA,Acute Care,Consulting,16175.0
VA,Acute Care,Education,1984.5
VA,Acute Care,Food & Beverage,94417.2
VA,Acute Care,Non-consulting professional services,142831.0
VA,Acute Care,Other,119.05
VA,Acute Care,Travel & Lodging,24708.42
VA,Addiction Medicine,Device / Supply Loan,183.03
VA,Addiction Medicine,Education,8.45
VA,Addiction Medicine,Food & Beverage,3846.51
VA,Addiction Medicine,Non-consulting professional services,36747.5
VA,Addiction Medicine,Travel & Lodging,2960.66
VA,Addiction Psychiatry,Food & Beverage,463.84
VA,Adolescent Medicine,Consulting,4300.0
VA,Adolescent Medicine,Food & Beverage,6780.61
VA,Adolescent Medicine,Non-consulting professional services,19510.0
